case_name,cite,filename,date,court,state_fed,trial_appellate,jurisd_measure_enacted
Association of Oregon Corrections Employees v. Oregon 2022 WL 3213044,2022 WL 3213044,98-Association-of-Oregon-Corrections-Employees-v-Oregon.txt,8/9/2022,DC_Oregon,federal,trial,Oregon
"Open Our Oregon v. Brown, 2020 WL 2542861",2020 WL 2542861,84-Open-Our-Oregon-v-Brown.txt,5/19/2020,DC_Oregon,federal,trial,Oregon
"American Federation of Government Employees Local 2018 v. Biden, 2022 WL 1089190",2022 WL 1089190,67-American-Federation-of-Government-Employees-Local-2018-v-Biden_1.txt,4/12/2022,DC_Pennsylvania Eastern,federal,trial,Federal
"Geerlings v. Tredyffrin/Easttown School District, 2021 WL 4399672",2021 WL 4399672,006-Geerlings-v-TredyffrinEasttown-School-District.txt,9/27/2021,DC_Pennsylvania Eastern,federal,trial,Pennsylvania
"HAPCO v. City of Philadelphia, 482 F.Supp.3d 337",482 F.Supp.3d 337,049-HAPCO-v-City-of-Philadelphia.txt,8/28/2020,DC_Pennsylvania Eastern,federal,trial,Pennsylvania
"Philadelphia Restaurant Owners Against Lockdown v. Kenney, 2020 WL 6866560",2020 WL 6866560,088-Philadelphia-Restaurant-Owners-Against-Lockdown-LLC-v-Kenney.txt,11/20/2020,DC_Pennsylvania Eastern,federal,trial,Pennsylvania
"Paradise Concepts, Inc. v. Wolf, 482 F.Supp.3d 365",482 F.Supp.3d 365,079-Paradise-Concepts-Inc-v-Wolf.txt,8/31/2020,DC_Pennsylvania Eastern,federal,trial,Pennsylvania
"Fetsurka v. Outlaw, 2021 WL 398493",2021 WL 398493,089-Fetsurka-v-Outlaw.txt,2/4/2021,DC_Pennsylvania Eastern,federal,trial,Pennsylvania
"Philadelphia Vietnam Veterans Memorial Society v. Kenney,  509 F.Supp.3d 318",509 F.Supp.3d 318,027-Philadelphia-Vietnam-Veterans-Memorial-Society-v-Kenney_1.txt,12/23/2020,DC_Pennsylvania Eastern,federal,trial,Pennsylvania
"Doe 1 v. Perkiomen Valley School District 2022 WL 356868
",2022 WL 356868,13-Doe-1-v-Perkiomen-Valley-School-District.txt,2/7/2022,DC_Pennsylvania Eastern,federal,trial,Federal
Parker v. Wolf 506 F.Supp.3d 271,506 F.Supp.3d 271,014-Parker-v-Wolf.txt,12/11/2020,DC_Pennsylvania Middle,federal,trial,Pennsylvania
"Benner v. Wolf, 2021 WL 4123973",2021 WL 4123973,093-Benner-v-Wolf.txt,9/9/2021,DC_Pennsylvania Middle,federal,trial,Pennsylvania
"M. Rae, Inc. v. Wolf, 509 F.Supp.3d 235
",509 F.Supp.3d 235,026-M-Rae-Inc-v-Wolf_1.txt,12/23/2020,DC_Pennsylvania Middle,federal,trial,Pennsylvania
"Oberheim v. Bason, 2021 WL 4478333
",2021 WL 4478333,011-Oberheim-v-Bason.txt,9/30/2021,DC_Pennsylvania Middle,federal,trial,Pennsylvania
"Benner v. Wolf, 461 F.Supp.3d 154",461 F.Supp.3d 154,014-Benner-v-Wolf.txt,5/21/2020,DC_Pennsylvania Middle,federal,trial,Pennsylvania
"McCafferty v. Wolf, 2021 WL 1340002
",2021 WL 1340002,041-McCafferty-v-Wolf.txt,4/9/2021,DC_Pennsylvania Western,federal,trial,Pennsylvania
"County of Butler v. Wolf, 2020 WL 5647480",2020 WL 5647480,047-County-of-Butler-v-Wolf_1.txt,9/22/2020,DC_Pennsylvania Western,federal,trial,Pennsylvania
"County of Butler v. Wolf, 486 F.Supp.3d 883",486 F.Supp.3d 883,030-County-of-Butler-v-Wolf.txt,9/14/2020,DC_Pennsylvania Western,federal,trial,Pennsylvania
"B.P. by and through L.P. v. North Allegheny School District, 2022 WL 874283",2022 WL 874283,18-BP-by-and-through-LP-v-North-Allegheny-School-District.txt,3/24/2022,DC_Pennsylvania Western,federal,trial,Pennsylvania
"Doe 1 v. Upper Saint Clair School District, 2022 WL 189691",2022 WL 189691,43-Doe-1-v-Upper-Saint-Clair-School-District_1.txt,1/21/2022,DC_Pennsylvania Western,federal,trial,Federal
Doe v. United States Dept. of Transportation 2022 WL 1457785,2022 WL 1457785,90-Doe-v-United-States-Dept-of-Transportation.txt,5/9/2022,DC_Pennsylvania Western,federal,trial,Federal
"Rodriguez-Vélez v. Pierluisi-Urrutia, 2021 WL 5072017",2021 WL 5072017,043-Rodriguez-Vlez-v-Pierluisi-Urrutia_1.txt,11/1/2021,DC_Puerto Rico,federal,trial,Puerto Rico
"America Cruise Ferries Inc. v.  Vazquez Garced, 2020 WL 7786939",2020 WL 7786939,011-America-Cruise-Ferries-Inc-v-Vzquez-Garced_1.txt,12/17/2020,DC_Puerto Rico,federal,trial,Puerto Rico
"Dr. T. v. Alexander-Scott, 2022 WL 79819",2022 WL 79819,98-Dr-T-v-Alexander-Scott.txt,1/7/2022,DC_Rhode Island,federal,trial,Rhode Island
"Bauer v. Summey I, 2021 WL 4900922",2021 WL 4900922,030-Bauer-v-Summey_1.txt,10/21/2021,DC_South Carolina,federal,trial,South Carolina
"Disability Rights South Carolina v. McMaster, 2021 WL 5054087",2021 WL 5054087,042-Disability-Rights-South-Carolina-v-McMaster_1.txt,11/1/2021,DC_South Carolina,federal,trial,South Carolina
"Disability Rights South Carolina v. McMaster, 564 F.Supp.3d 413",564 F.Supp.3d 413,017-Disability-Rights-South-Carolina-v-McMaster.txt,9/28/2021,DC_South Carolina,federal,trial,South Carolina
"Rhoades v. Savannah River Nuclear Solutions, LLC, 2021 WL 5761761",2021 WL 5761761,081-Rhoades-v-Savannah-River-Nuclear-Solutions-LLC.txt,12/3/2021,DC_South Carolina,federal,trial,Federal
"Davis v. Berke, 2020 WL 1970712",2020 WL 1970712,70-Davis-v-Berke_1.txt,4/17/2020,DC_Tennessee Eastern,federal,trial,Tennessee
"S.B. by & through M.B. v. Lee, 566 F.Supp.3d 835",566 F.Supp.3d 835,020-SB-by-and-through-MB-v-Lee.txt,10/12/2021,DC_Tennessee Eastern,federal,trial,Tennessee
"S.B. by & through M.B. v. Lee, 2022 WL 2232193 (E.D. Tenn. June 21, 2022)",2022 WL 2232193,60-SB-by-and-through-MB-v-Lee_1.txt,6/21/2022,DC_Tennessee Eastern,federal,trial,Tennessee
"S.B. by & through M.B. v. Lee, 567 F.Supp.3d 850",567 F.Supp.3d 850,026-SB-by-and-through-MB-v-Lee_1.txt,10/18/2021,DC_Tennessee Eastern,federal,trial,Tennessee
"Children's Health Defense v. FDA, 573 F.Supp.3d 1234",573 F.Supp.3d 1234,043-Children_s-Health-Def-v-Food-And-Drug-Admin_1.txt,11/30/2021,DC_Tennessee Eastern,federal,trial,Federal
"R.K. by and through J.K. v. Lee, 575 F.Supp.3d 957",575 F.Supp.3d 957,049-RK-by-and-through-JK-v-Lee_1.txt,12/10/2021,DC_Tennessee Middle,federal,trial,Tennessee
"ARJN #3 v. Cooper, 517 F.Supp.3d 732",517 F.Supp.3d 732,042-ARJN-_3-v-Cooper_1.txt,2/5/2021,DC_Tennessee Middle,federal,trial,Tennessee
"ARJN #3 v. Cooper, 2020 WL 5946894",2020 WL 5946894,058-ARJN-_3-v-Cooper.txt,10/7/2020,DC_Tennessee Middle,federal,trial,Tennessee
"Adams & Boyle v. Slatery, 494 F.Supp.3d 488",494 F.Supp.3d 488,004-Adams-And-Boyle-PC-v-Slatery.txt,10/14/2020,DC_Tennessee Middle,federal,trial,Tennessee
"R.K. v. Lee, 563 F.Supp.3d 774
",563 F.Supp.3d 774,014-RK-v-Lee.txt,9/24/2021,DC_Tennessee Middle,federal,trial,Tennessee
"Local Spot v. Lee, 2020 WL 3972747",2020 WL 3972747,013-Local-Spot-Inc-v-Lee.txt,7/14/2020,DC_Tennessee Middle,federal,trial,Tennessee
"Local Spot v. Cooper, 2020 WL 7554247",2020 WL 7554247,004-Local-Spot-Inc-v-Cooper.txt,12/21/2020,DC_Tennessee Middle,federal,trial,Tennessee
"Adams & Boyle v. Slatery, 455 F.Supp.3d 619",455 F.Supp.3d 619,003-Adams-And-Boyle-PC-v-Slatery.txt,4/17/2020,DC_Tennessee Middle,federal,trial,Tennessee
"Maxwell v. Lee, 2020 WL 5670115
",2020 WL 5670115,049-Maxwell-v-Lee_1.txt,6/29/2020,DC_Tennessee Western,federal,trial,Tennessee
"Blind Bear Memphis LLC v. Shelby County Health Department, 2020 WL 9815623",2020 WL 9815623,028-Blind-Bear-Memphis-LLC-v-Shelby-County-Health-Department.txt,7/30/2020,DC_Tennessee Western,federal,trial,Tennessee
"G.S. by and through Schwaigert v. Lee, 2022 WL 1560391",2022 WL 1560391,04-GS-by-and-through-Schwaigert-v-Lee.txt,3/28/2022,DC_Tennessee Western,federal,trial,Tennessee
"G.S. by and through Schwaigert v. Lee, 558 F.Supp.3d 601",558 F.Supp.3d 601,003-GS-by-and-through-Schwaigert-v-Lee.txt,9/3/2021,DC_Tennessee Western,federal,trial,Tennessee
"G.S. by and through Schwaigert v. Lee, 560 F.Supp.3d 1113",560 F.Supp.3d 1113,007-GS-by-and-through-Schwaigert-v-Lee.txt,9/17/2021,DC_Tennessee Western,federal,trial,Tennessee
"Abbott v. Biden, 2022 WL 2287547",2022 WL 2287547,61-Abbott-v-Biden_1.txt,6/24/2022,DC_Texas Eastern,federal,trial,Federal
"Pete v. Dunn, 2022 WL 2001779",2022 WL 2001779,45-Pete-v-Dunn_1.txt,6/3/2022,DC_Texas Eastern,federal,trial,Texas
"Foley v. Biden, 2021 WL 7708477",2021 WL 7708477,33-Foley-v-Biden_1.txt,10/6/2021,DC_Texas Northern,federal,trial,Federal
"JD1 by and through Raskin v. Dallas Independent School District, 2021 WL 5396001",2021 WL 5396001,062-JD1-by-and-through-Raskin-v-Dallas-Independent-School-District_1.txt,11/17/2021,DC_Texas Northern,federal,trial,Texas
"Long v. Jayton-Girard Independent School District, 2021 WL 7906835",2021 WL 7906835,37-Long-v-Jayton-Girard-Independent-School-District_1.txt,9/3/2021,DC_Texas Northern,federal,trial,Texas
"Conner v. Biden, 2021 WL 6773174",2021 WL 6773174,24-Conner-v-Biden_1.txt,12/28/2021,DC_Texas Northern,federal,trial,Federal
"R.M. v. Ortega, 2022 WL 17347632",2022 WL 17347632,34-RM-v-Ortega_1.txt,12/1/2022,DC_Texas Northern,federal,trial,Federal
"Rodden v. Fauci, 571 F.Supp.3d 686",571 F.Supp.3d 686,036-Rodden-v-Fauci_1.txt,11/27/2021,DC_Texas Southern,federal,trial,Federal
"Schneider v. Austin, 
2022 WL 4098518",2022 WL 4098518,30-Schneider-v-Austin_1.txt,9/7/2022,DC_Texas Southern,federal,trial,Federal
"Feds for Medical Freedom v. Biden, 2022 WL 188329
",2022 WL 188329,42-Feds-for-Medical-Freedom-v-Biden_1.txt,1/21/2022,DC_Texas Southern,federal,trial,Federal
"Bridges et al. v. The Methodist Hospital et al., 543 F.Supp.3d 525",543 F.Supp.3d 525,082-Bridges-v-Houston-Methodist-Hospital.txt,6/12/2021,DC_Texas Southern,federal,trial,Texas
"6th Street Business Partners v. Abbott, 2020 WL 4274589",2020 WL 4274589,020-6th-Street-Business-Partners-LLC-v-Abbott_1.txt,7/24/2020,DC_Texas Western,federal,trial,Texas
"Planned Parenthood Center for Choice v. Abbott, 450 F.Supp.3d 753
",450 F.Supp.3d 753,84-Planned-Parenthood-Center-for-Choice-v-Abbott.txt,3/30/2020,DC_Texas Western,federal,trial,Texas
"Planned Parenthood Center for Choice v. Abbott, 2020 WL 1815587",2020 WL 1815587,64-Planned-Parenthood-Center-for-Choice-v-Abbott_1.txt,4/9/2020,DC_Texas Western,federal,trial,Texas
"Planned Parenthood Center for Choice v. Abbott, 2020 WL 1808897
",2020 WL 1808897,63-Planned-Parenthood-Center-for-Choice-v-Abbott_1.txt,4/8/2020,DC_Texas Western,federal,trial,Texas
"E.T. v. Morath, 571 F.Supp.3d 639",571 F.Supp.3d 639,035-ET-v-Morath_1.txt,11/10/2021,DC_Texas Western,federal,trial,Texas
"Eriksen v. Herbert, 2022 WL 348511",2022 WL 348511,10-Eriksen-v-Herbert_1.txt,1/10/2022,DC_Utah,federal,trial,Utah
"Griner v. Biden, No. 2:22CV149 DAK-DBP, 2022 WL 7501065 (D. Utah Oct. 13, 2022)",2022 WL 7501065 ,044-Griner-v-Biden.txt,10/13/2022,DC_Utah,federal,trial,Utah
Griner v. Biden 2022 WL 7501065,2022 WL 7501065,93-Griner-v-Biden.txt,10/13/2022,DC_Utah,federal,trial,Federal
"Hogue v. Scott, 2021 WL 6050864",2021 WL 6050864,02-Hogue-v-Scott.txt,12/21/2021,DC_Vermont,federal,trial,Vermont
"Lighthouse Fellowship Church v. Northam, 458 F.Supp.3d 418",458 F.Supp.3d 418,061-Lighthouse-Fellowship-Church-v-Northam.txt,5/1/2020,DC_Virginia Eastern,federal,trial,Virginia
"Lighthouse Fellowship Church v. Northam, 462 F.Supp.3d 635",462 F.Supp.3d 635,062-Lighthouse-Fellowship-Church-v-Northam.txt,5/21/2020,DC_Virginia Eastern,federal,trial,Virginia
"Andreadakis v. Ctr. for Disease Control & Prevention, No. 3:22CV52 (DJN), 2022 WL 2674194 (E.D. Va. July 11, 2022)",2022 WL 2674194 ,83-Andreadakis-v-Center-for-Disease-Control-And-Prevention.txt,7/11/2022,DC_Virginia Eastern,federal,trial,Virginia
"McArthur v. Brabrand, 2022 WL 2528263",2022 WL 2528263,81-McArthur-v-Brabrand.txt,7/7/2022,DC_Virginia Eastern,federal,trial,Virginia
"Lighthouse Fellowship Church v. Northam, 515 F.Supp.3d 384",515 F.Supp.3d 384,038-Lighthouse-Fellowship-Church-v-Northam.txt,1/27/2021,DC_Virginia Eastern,federal,trial,Virginia
"Seaman v. Virginia, 2022 WL 872023",2022 WL 872023,17-Seaman-v-Virginia.txt,3/23/2022,DC_Virginia Western,federal,trial,Virginia
"Belle Garden Estate v. Northam, 2021 WL 1156855",2021 WL 1156855,033-Belle-Garden-Estate-LLC-v-Northam.txt,3/26/2021,DC_Virginia Western,federal,trial,Virginia
"Bills v. Virginia Department of Education, 2022 WL 1811383",2022 WL 1811383,40-Bills-v-Virginia-Department-of-Education_1.txt,6/2/2022,DC_Virginia Western,federal,trial,Virginia
"Seaman v. Virginia, No. 3:22-CV-00006, 2022 WL 872023 (W.D. Va. Mar. 23, 2022)",2022 WL 872023 ,088-Seaman-v-Virginia.txt,3/23/2022,DC_Virginia Western,federal,trial,Virginia
"Bacon v. Woodward, 2022 WL 2381021",2022 WL 2381021,71-Bacon-v-Woodward_1.txt,6/30/2022,DC_Washington Eastern,federal,trial,Washington
"Bacon v. Woodward, 2021 WL 5183059",2021 WL 5183059,051-Bacon-v-Woodward_1.txt,11/8/2021,DC_Washington Eastern,federal,trial,Washington
"Donovan v. Vance, 2021 WL 5979250",2021 WL 5979250,096-Donovan-v-Vance.txt,12/17/2021,DC_Washington Eastern,federal,trial,Federal
"Donovan v. Biden 2022 WL 1531722
",2022 WL 1531722,03-Donovan-v-Biden.txt,5/12/2022,DC_Washington Eastern,federal,trial,Federal
"Jevons v. Inslee, 561 F.Supp.3d 1082",561 F.Supp.3d 1082,008-Jevons-v-Inslee.txt,9/21/2021,DC_Washington Eastern,federal,trial,Washington
"Pilz v. Inslee, 2022 WL 1719172",2022 WL 1719172,27-Pilz-v-Inslee_1.txt,5/27/2022,DC_Washington Western,federal,trial,Washington
"Gibson v. City of Vancouver, 2021 WL 2312893",2021 WL 2312893,057-Gibson-v-City-of-Vancouver_1.txt,6/7/2021,DC_Washington Western,federal,trial,Washington
Gibson v. City of Vancouver 2020 WL 7213360,2020 WL 7213360,098-Gibson-v-City-of-Vancouver.txt,12/3/2020,DC_Washington Western,federal,trial,Washington
"El Papel LLC v. Inslee, 2021 WL 71678",2021 WL 71678,28-El-Papel-LLC-v-Inslee.txt,1/8/2021,DC_Washington Western,federal,trial,Washington
"Northwest Grocery Association v. City of Seattle, 526 F.Supp.3d 884
",526 F.Supp.3d 884,059-Northwest-Grocery-Association-v-City-of-Seattle.txt,3/18/2021,DC_Washington Western,federal,trial,Washington
"Northwest Grocery Association v. City of Burien, 2021 WL 1554646
",2021 WL 1554646,046-Northwest-Grocery-Association-v-City-of-Burien_1.txt,4/20/2021,DC_Washington Western,federal,trial,Washington
"Larson v. Inslee, 2021 WL 5712162",2021 WL 5712162,079-Larson-v-Inslee.txt,12/2/2021,DC_Washington Western,federal,trial,Washington
"Faust v. Inslee, 2020 WL 2557329",2020 WL 2557329,85-Faust-v-Inslee.txt,5/20/2020,DC_Washington Western,federal,trial,Washington
"MacEwen v. Inslee, 2020 WL 4261323",2020 WL 4261323,019-MacEwen-v-Inslee_1.txt,7/24/2020,DC_Washington Western,federal,trial,Washington
"Eden LLC v. Justice, 2021 WL 4241020",2021 WL 4241020,098-Eden-LLC-v-Justice.txt,1/7/2021,DC_West Virginia Northern,federal,trial,West Virginia
"AJE Enterprise LLC v. Justice,  2020 WL 6940381",2020 WL 6940381,092-AJE-Enterprise-LLC-v-Justice.txt,10/27/2020,DC_West Virginia Northern,federal,trial,West Virginia
"AJE Enterprise LLC v. Justice II, 2021 WL 4241018",2021 WL 4241018,097-AJE-Enterprise-LLC-v-Justice.txt,1/6/2021,DC_West Virginia Northern,federal,trial,West Virginia
"McCutcheon v. Enlivant ES, LLC, 2021 WL 5234787",2021 WL 5234787,056-McCutcheon-v-Enlivant-ES-LLC_1.txt,11/9/2021,DC_West Virginia Southern,federal,trial,West Virginia
"DeGroot v. Evers, 2022 WL 843853",2022 WL 843853,12-DeGroot-v-Evers.txt,3/22/2022,DC_Wisconsin Western,federal,trial,Wisconsin
"Helbachs Cafe v. City of Madison, 571 F.Supp.3d 999",571 F.Supp.3d 999,039-Helbachs-Caf-LLC-v-City-of-Madison_1.txt,11/16/2021,DC_Wisconsin Western,federal,trial,Wisconsin
"MARK A JOSEPH v. XAVIER BECERRA, 2022 WL 17262231",2022 WL 17262231,32-Joseph-v-Becerra_1.txt,11/29/2022,DC_Wisconsin Western,federal,trial,Wisconsin
"Miller v. Austin, 2022 WL 3584666",2022 WL 3584666,15-Miller-v-Austin.txt,8/22/2023,DC_Wyoming,federal,trial,Federal
"Gish v. Newsom, 141 S.Ct. 1290",141 S.Ct. 1290,94-Gish-v-Newsom.txt,2/8/2021,SCOTUS,federal,appellate,California
"Does 1-3 v. Mills, 142 S.Ct. 17 (Mem)",142 S.Ct. 17,20-Does-13-v-Mills_1.txt,10/29/2021,SCOTUS,federal,appellate,Maine
"Roman Catholic Diocese of Brooklyn v. Andrew Cuomo, 141 S.Ct. 63",141 S.Ct. 63,17-Roman-Catholic-Diocese-of-Brooklyn-v-Cuomo.txt,11/25/2020,SCOTUS,federal,appellate,New York
"Calvary Chapel Dayton Valley v. Sisolak II, 140 S.Ct. 2603 (Mem)",140 S.Ct. 2603,11-Calvary-Chapel-Dayton-Valley-v-Sisolak.txt,7/24/2020,SCOTUS,federal,appellate,Nevada
"Dr. A. v. Hochul, 142 S.Ct. 552 (Mem)",142 S.Ct. 552,21-DrA-v-Hochul_1.txt,12/13/2021,SCOTUS,federal,appellate,New York
"Danville Christian Academy Inc. v. Beshear, 141 S.Ct. 527 (Mem)",141 S.Ct. 527,96-Danville-Christian-Academy-Inc-v-Beshear.txt,12/17/2020,SCOTUS,federal,appellate,Kentucky
"Gateway City Church v. Newsom, 141 S.Ct. 1460 (Mem)",141 S.Ct. 1460,95-Gateway-City-Church-v-Gavin-Newsom-Governor-of-California.txt,2/26/2021,SCOTUS,federal,appellate,California
"Austin v. US Navy Seals 1-26, 142 S.Ct. 1301 (Mem)",142 S.Ct. 1301,19-Austin-v-U-S-Navy-Seals-126_1.txt,3/25/2022,SCOTUS,federal,appellate,Federal
"Elim Romanian Pentecostal Church v. Pritzker, 140 S.Ct. 2823 (Mem)",140 S.Ct. 2823,90-Elim-Romanian-Pentecostal-Church-v-Pritzker.txt,5/29/2020,SCOTUS,federal,appellate,Illinois
"Agaduth Israel of America v. Cuomo, 141 S.Ct. 889 (Mem)",141 S.Ct. 889,97-Agudath-Israel-of-America-v-Cuomo.txt,11/25/2020,SCOTUS,federal,appellate,New York
"Harvest Rock Church v. Newsom, 141 S.Ct. 1289",141 S.Ct. 1289,93-Harvest-Rock-Church-Inc-v-Newsom.txt,2/5/2021,SCOTUS,federal,appellate,California
"Ala. Ass’n of Realtors v. HHS, 141 S.Ct. 2320",141 S.Ct. 2320,13-Alabama-Association-of-Realtors-v-Department-of-Health-and-Human-Services.txt,6/29/2021,SCOTUS,federal,appellate,Federal
"Planned Parenthood Center for Choice v. Abbott, 141 S.Ct. 1261 (Mem)",141 S.Ct. 1261,91-Planned-Parenthood-Center-for-Choice-v-Abbott.txt,1/25/2021,SCOTUS,federal,appellate,Texas
"Biden v. Missouri, 142 S.Ct. 647",142 S.Ct. 647,22-Biden-v-Missouri_1.txt,1/13/2022,SCOTUS,federal,appellate,Federal
"Chrysafis v. Marks, 141 S.Ct. 2482",141 S.Ct. 2482,15-Chrysafis-v-Marks.txt,8/12/2021,SCOTUS,federal,appellate,New York
"NFIB v. OSHA, 142 S.Ct. 661",142 S.Ct. 661,23-National-Federation-of-Independent-Business-v-Department-of-Labor-Occupatio_1.txt,1/13/2022,SCOTUS,federal,appellate,Federal
"Alabama Association of Realtors v. HHS, 141 S.Ct. 2485",141 S.Ct. 2485,16-Alabama-Association-of-Realtors-v-Department-of-Health-and-Human-Services.txt,8/26/2021,SCOTUS,federal,appellate,Federal
"Munza v. Ivey, 334 So.3d 211",334 So.3d 211,58-Munza-v-Ivey_1.txt,3/19/2021,state_Alabama,state,,Alabama
"Aguila v. Ducey, 2021 WL 1380612",2021 WL 1380612,042-Aguila-v-Ducey_1.txt,3/24/2021,state_Arizona,state,,Arizona
"Bentonville School District v. Sitton, 643 S.W.3d 763",643 S.W.3d 763,058-Bentonville-School-District-v-Sitton_1.txt,4/14/2022,state_Arkansas,state,,Arkansas
"County of Los Angeles v. Grace Community Church of the Valley, 2020 WL 6302630",2020 WL 6302630,070-County-of-Los-Angeles-v-Grace-Community-Church-of-the-Valley_1.txt,9/4/2020,state_California,state,,California
"Midway Venture LLC v. County of San Diego, 2020 WL 8410032
",2020 WL 8410032,014-Midway-Venture-LLC-v-County-of-San-Diego.txt,12/16/2020,state_California,state,,California
"County of Los Angeles Department of Public Health v. Superior Court of Los Angeles County, 61 Cal.App.5th 478",61 Cal.App.5th 478,052-County-of-Los-Angeles-Department-of-Public-Health-v-Superior-Court-of-Los-_1.txt,3/1/2021,state_California,state,,California
"640 Tenth, LP v. Newsom, 78 Cal.App.5th 840",78 Cal.App.5th 840,070-640-Tenth-LP-v-Newsom_1.txt,5/13/2022,state_California,state,,California
"County of Los Angeles v. Superior Court of Los Angeles County, 2020 WL 4876658",2020 WL 4876658,029-County-of-Los-Angeles-v-Superior-Court-of-Los-Angeles-County.txt,8/15/2020,state_California,state,,California
"Midway Venture LLC v. County of San Diego, 274 Cal.Rptr.3d 383
",274 Cal.Rptr.3d 383,46-Midway-Venture-LLC-v-County-of-San-Diego_1.txt,1/22/2021,state_California,state,,California
"Newsom v. Superior Court, 278 Cal.Rptr.3d 397",278 Cal.Rptr.3d 397,47-Newsom-v-Superior-Court_1.txt,5/5/2021,state_California,state,,California
"Roxy Nails v. Lamont, 2020 WL 6781737",2020 WL 6781737,086-Roxy-Nails-Design-LLC-v-Lamont.txt,10/16/2020,state_Connecticut,state,,Connecticut
"Rivera-Maurice v. Lamont, 2020 WL 8455542",2020 WL 8455542,015-Rivera-Maurice-v-Lamont.txt,12/7/2020,state_Connecticut,state,,Connecticut
"Casey v. Lamont, 2020 WL 6121713",2020 WL 6121713,066-Casey-v-Lamont_1.txt,9/16/2020,state_Connecticut,state,,Connecticut
"Casey v. Lamont, 338 Conn. 479",338 Conn. 479,59-Casey-v-Lamont_1.txt,3/29/2021,state_Connecticut,state,,Connecticut
"CT Freedom Alliance v. Dept of Education, 2020 WL 8265795",2020 WL 8265795,013-CT-Freedom-Alliance-LLC-v-Department-of-Education.txt,12/18/2020,state_Connecticut,state,,Connecticut
"CT Freedom Alliance v. Dept of Education, 2021 WL 2207194",2021 WL 2207194,052-CT-Freedom-Alliance-LLC-v-Department-of-Education_1.txt,5/24/2021,state_Connecticut,state,,Connecticut
"CT Freedom Alliance, LLC v. Department of Education, 2021 WL 1251953",2021 WL 1251953,038-CT-Freedom-Alliance-LLC-v-Department-of-Education.txt,3/8/2021,state_Connecticut,state,,Connecticut
"CT Freedom Alliance v. Dept of Education, 2020 WL 9074453",2020 WL 9074453,024-CT-Freedom-Alliance-LLC-v-Department-of-Education_1.txt,12/16/2020,state_Connecticut,state,,Connecticut
"Alfano v. Lamont, 2022 WL 2354607",2022 WL 2354607,68-Alfano-v-Lamont_1.txt,6/30/2022,state_Connecticut,state,,Connecticut
"CT Freedom Alliance v. CT Dep't of Education, 2020 WL 9074464",2020 WL 9074464,025-CT-Freedom-Alliance-LLC-v-State-of-Connecticut-Department-of-Education_1.txt,11/2/2020,state_Connecticut,state,,Connecticut
"District of Columbia v. Towers, 250 A.3d 1048",250 A.3d 1048,39-District-of-Columbia-v-Towers_1.txt,5/13/2021,state_DC,state,,DC
"Facer v. Carney, 2022 WL 1561444",2022 WL 1561444,05-Facer-v-Carney.txt,5/17/2022,state_Delaware,state,,Delaware
"Machovec v. Palm Beach County, 310 So.3d 941",310 So.3d 941,50-Machovec-v-Palm-Beach-County_1.txt,1/27/2021,state_Florida,state,,Florida
"Orlando Bar Group v. DeSantis, 2021 WL 8821799",2021 WL 8821799,48-Orlando-Bar-Group-LLC-v-Desantis_1.txt,4/16/2021,state_Florida,state,,Florida
"School Board of Miami-Dade County v. Florida Department of Health, 329 So.3d 784",329 So.3d 784,96-School-Board-of-Miami-Dade-County-v-Florida-Department-of-Health.txt,10/6/2021,state_Florida,state,,Florida
"Miami-Dade County v. Miami Gardens Square One, 314 So.3d 389",314 So.3d 389,53-Miami-Dade-County-v-Miami-Gardens-Square-One-Inc_1.txt,11/4/2020,state_Florida,state,,Florida
"Green v. Alchua County, 323 So.3d 246",323 So.3d 246,55-Green-v-Alachua-County_1.txt,6/11/2021,state_Florida,state,,Florida
"Linsangan v. Government of Guam, 2020 WL 7699670",2020 WL 7699670,007-Linsangan-v-Government-of-Guam.txt,12/29/2020,state_Guam,state,,Guam
"For Our Rights v. Ige, 151 Hawai‘i 1",151 Hawai‘i 1,29-For-Our-Rights-v-Ige_1.txt,2/25/2022,state_Hawaii,state,,Hawaii
"In re JL Properties Group B v. Robert, 2020 WL 12811943",2020 WL 12811943,55-In-re-Jl-Properties-Group-B-LLC-v-Robert_1.txt,7/31/2020,state_Illinois,state,,Illinois
"JL Properties Group B v. Pritzker, 185 N.E.3d 780",185 N.E.3d 780,40-JL-Properties-Group-B-LLC-v-Pritzker_1.txt,5/21/2021,state_Illinois,state,,Illinois
"Ruble v. Tate-Nadeau, 2021 WL 6124735",2021 WL 6124735,10-Ruble-v-Tate-Nadeau_1.txt,12/28/2021,state_Illinois,state,,Illinois
"Austin v. Board of Education of Community School District 300, 2022 WL 414433",2022 WL 414433,35-Austin-v-The-Bd-of-Educ-of-Community-Unit-School-Dist-_300.txt,2/4/2022,state_Illinois,state,,Illinois
"Glass v. Illinois Department of Corrections, 
2022 WL 71965",2022 WL 71965,91-Glass-v-Illinois-Department-of-Corrections.txt,1/7/2022,state_Illinois,state,,Illinois
"Fox Fire Tavern v. Pritzker, 161 N.E.3d 1190",161 N.E.3d 1190,33-Fox-Fire-Tavern-LLC-v-Pritzker_1.txt,11/13/2020,state_Illinois,state,,Illinois
"Austin v. Board of Education of Community School District 300, 2022 IL 128205",2022 IL 128205,54-Austin-v-Board-of-Education-of-Community-Unit-School-District-300_1.txt,2/25/2022,state_Illinois,state,,Illinois
