case_name,cite,filename,date,court,state_fed,trial_appellate,jurisd_measure_enacted
"H's Bar v. Berg, 2020 WL 12740543",2020 WL 12740543,52-H_s-Bar-LLC-v-Berg_1.txt,12/11/2020,DC_Illinois Southern,federal,trial,Illinois
"H's Bar v. Berg, 2020 WL 6827964",2020 WL 6827964,087-H_s-Bar-LLC-v-Berg.txt,11/21/2020,DC_Illinois Southern,federal,trial,Illinois
"Klaassen v. Trs. of Ind. Univ., 2021 WL 8533413",2021 WL 8533413,46-Klaassen-v-Trustees-of-Indiana-University_1.txt,7/21/2021,DC_Indiana Northern,federal,trial,Indiana
"Klaassen v. Trs. of Ind. Univ., 549 F.Supp.3d 836",549 F.Supp.3d 836,090-Klaassen-v-Trustees-of-Indiana-University.txt,7/18/2021,DC_Indiana Northern,federal,trial,Indiana
Reinoehl v. Centers for Disease Control and Prevention 2022 WL 483741,2022 WL 483741,58-Reinoehl-v-Centers-for-Disease-Control-and-Prevention_1.txt,2/16/2022,DC_Indiana Northern,federal,trial,Federal
"Daugherty Speedway v. Freeland, 520 F.Supp.3d 1070",520 F.Supp.3d 1070,047-Daugherty-Speedway-Inc-v-Freeland_1.txt,2/17/2021,DC_Indiana Northern,federal,trial,Indiana
"Krach v. Holcomb, 2020 WL 2197855",2020 WL 2197855,75-Krach-v-Holcomb_1.txt,5/6/2020,DC_Indiana Northern,federal,trial,Indiana
"Bobay-Somers v. U.S. Dep't of Health & Hum. Servs., No. 1:21-CV-335-HAB, 2022 WL 4379478 (N.D. Ind. Sept. 22, 2022)",2022 WL 4379478 ,45-Bobay-Somers-v-US-Department-of-Health-and-Human-Services_1.txt,9/22/2022,DC_Indiana Northern,federal,trial,Indiana
"Bar Indy LLC v. City of Indianapolis, 511 F.Supp.3d 905",511 F.Supp.3d 905,031-Bar-Indy-LLC-v-City-of-Indianapolis_1.txt,1/6/2021,DC_Indiana Southern,federal,trial,Indiana
"Bar Indy LLC v. City of Indianapolis, 508 F.Supp.3d 334",508 F.Supp.3d 334,020-Bar-Indy-LLC-v-City-of-Indianapolis_1.txt,12/22/2020,DC_Indiana Southern,federal,trial,Indiana
Mossman v. United States Centers for Disease Control and Prevention 2021 WL 5498746,2021 WL 5498746,071-Mossman-v-United-States-Centers-for-Disease-Control-and-Prevention_1.txt,11/23/2021,DC_Iowa Northern,federal,trial,Federal
"Arc of Iowa v. Reynolds, 566 F.Supp.3d 921",566 F.Supp.3d 921,021-Arc-of-Iowa-v-Reynolds_1.txt,10/8/2021,DC_Iowa Southern,federal,trial,Iowa
"Arc of Iowa v. Reynolds, 559 F.Supp.3d 861",559 F.Supp.3d 861,006-ARC-of-Iowa-v-Reynolds.txt,9/13/2021,DC_Iowa Southern,federal,trial,Iowa
"Arc of Iowa v. Reynolds, 2022 WL 16627483",2022 WL 16627483,12-Arc-of-Iowa-v-Reynolds.txt,11/1/2022,DC_Iowa Southern,federal,trial,Iowa
"First Baptist Church v. Kelly, 457 F.Supp.3d 1072",457 F.Supp.3d 1072,037-First-Baptist-Church-v-Kelly.txt,4/27/2020,DC_Kansas,federal,trial,Kansas
"First Baptist Church v. Kelly, 455 F.Supp.3d 1078",455 F.Supp.3d 1078,89-First-Baptist-Church-v-Kelly.txt,4/18/2020,DC_Kansas,federal,trial,Kansas
"A.R. by and through Roberts v. Kansas School Board Ass'n, 2022 WL 103292",2022 WL 103292,58-AR-by-and-through-Roberts-v-Kansas-School-Board-Association_1.txt,1/11/2022,DC_Kansas,federal,trial,Kansas
"Schweder o/b/o P.S. v. Beshear, 570 F.Supp.3d 443",570 F.Supp.3d 443,030-Schweder-obo-PS-v-Beshear_1.txt,11/4/2021,DC_Kentucky Eastern,federal,trial,Kentucky
"Roberts v. Neace, 457 F.Supp.3d 595",457 F.Supp.3d 595,084-Roberts-v-Neace.txt,5/4/2020,DC_Kentucky Eastern,federal,trial,Kentucky
"Pleasant View Baptist Church v. Saddler,  506 F.Supp.3d 510",506 F.Supp.3d 510,015-Pleasant-View-Baptist-Church-v-Saddler.txt,12/11/2020,DC_Kentucky Eastern,federal,trial,Kentucky
"Danville Christian Academy Inc. v. Beshear, 503 F.Supp.3d 516",503 F.Supp.3d 516,010-Danville-Christian-Academy-Inc-v-Beshear.txt,11/25/2020,DC_Kentucky Eastern,federal,trial,Kentucky
"Pleasant View Baptist Church v. Beshear, 2021 WL 4496386",2021 WL 4496386,013-Pleasant-View-Baptist-Church-v-Beshear.txt,9/30/2021,DC_Kentucky Eastern,federal,trial,Kentucky
"Roberts v. Beshear, 2021 WL 3827128",2021 WL 3827128,086-Roberts-v-Beshear.txt,8/26/2021,DC_Kentucky Eastern,federal,trial,Kentucky
"Ramsek v. Beshear, 2021 WL 5098687",2021 WL 5098687,044-Ramsek-v-Beshear_1.txt,11/2/2021,DC_Kentucky Eastern,federal,trial,Kentucky
"Alessandro v. Beshear, 2020 WL 5552864",2020 WL 5552864,043-Alessandro-v-Beshear_1.txt,4/3/2020,DC_Kentucky Eastern,federal,trial,Kentucky
"Frantz v. Beshear, 2021 WL 254299",2021 WL 254299,061-Frantz-v-Beshear_1.txt,1/25/2021,DC_Kentucky Eastern,federal,trial,Kentucky
"Kentucky v. Biden, 571 F.Supp.3d 715",571 F.Supp.3d 715,037-Kentucky-v-Biden_1.txt,11/30/2021,DC_Kentucky Eastern,federal,trial,Federal
"N.R. by and through Ratliff v. Pike County School District Board of Education, 2022 WL 837724

",2022 WL 837724,10-NR-by-and-through-Ratliff-v-Pike-County-School-District-Board-of-Education.txt,3/21/2022,DC_Kentucky Eastern,federal,trial,Kentucky
"Ramsek v. Beshear, 2020 WL 2614638",2020 WL 2614638,86-Ramsek-v-Beshear.txt,5/21/2020,DC_Kentucky Eastern,federal,trial,Kentucky
"Ramsek v. Beshear, 468 F.Supp.3d 904
",468 F.Supp.3d 904,083-Ramsek-v-Beshear.txt,6/24/2020,DC_Kentucky Eastern,federal,trial,Kentucky
"Oswald v. Beshear, 555 F.Supp.3d 475",555 F.Supp.3d 475,096-Oswald-v-Beshear.txt,8/19/2021,DC_Kentucky Eastern,federal,trial,Kentucky
"On Fire Christian Center, Inc. v. Fischer, 453 F.Supp.3d 901
",453 F.Supp.3d 901,85-On-Fire-Christian-Center-Inc-v-Fischer.txt,4/11/2020,DC_Kentucky Western,federal,trial,Kentucky
"Maryville Baptist Church v. Beshear, 455 F.Supp.3d 342",455 F.Supp.3d 342,069-Maryville-Baptist-Church-Inc-v-Beshear.txt,4/18/2020,DC_Kentucky Western,federal,trial,Kentucky
"Maryville Baptist Church v. Beshear, 2020 WL 2393359",2020 WL 2393359,78-Maryville-Baptist-Church-Inc-v-Beshear_1.txt,5/8/2020,DC_Kentucky Western,federal,trial,Kentucky
"K.B. v. Calloway County School District, 2022 WL 125929",2022 WL 125929,78-KB-v-Calloway-County-School-District-Board-of-Education_1.txt,1/12/2022,DC_Kentucky Western,federal,trial,Kentucky
"Cangelosi v. Edwards, 2020 WL 6449111",2020 WL 6449111,074-Cangelosi-v-Edwards_1.txt,11/3/2020,DC_Louisiana Eastern,federal,trial,Louisiana
"Cangelosi v. Edwards, 2021 WL 6274788",2021 WL 6274788,15-Cangelosi-v-Edwards.txt,11/10/2021,DC_Louisiana Eastern,federal,trial,Louisiana
"New Orleans Catering, Inc. v. Cantrell, 2020 WL 12739802
",2020 WL 12739802,51-New-Orleans-Catering-Inc-v-Cantrell_1.txt,11/6/2020,DC_Louisiana Eastern,federal,trial,Louisiana
"New Orleans Catering, Inc. v. Cantrell, 523 F.Supp.3d 902
",523 F.Supp.3d 902,054-New-Orleans-Catering-Inc-v-Cantrell_1.txt,3/2/2021,DC_Louisiana Eastern,federal,trial,Louisiana
"Cangelosi v. Sheng, 2020 WL 5960682",2020 WL 5960682,059-Cangelosi-v-Sheng_1.txt,10/8/2020,DC_Louisiana Eastern,federal,trial,Louisiana
"4 Aces Enterprises, LLC v. Edwards, 2020 WL 4432727",2020 WL 4432727,023-4-Aces-Enterprises-LLC-v-Edwards_1.txt,7/31/2020,DC_Louisiana Eastern,federal,trial,Louisiana
"4 Aces Enterprises LLC v. Edwards, 479 F.Supp.3d 311",479 F.Supp.3d 311,001-4-Aces-Enterprises-LLC-v-Edwards.txt,8/17/2020,DC_Louisiana Eastern,federal,trial,Louisiana
"Dolen-Cartwright on behalf of G.C. v. Alexander, 2022 WL 842853",2022 WL 842853,11-Dolen-Cartwright-on-behalf-of-GC-v-Alexander.txt,3/21/2022,DC_Louisiana Middle,federal,trial,Louisiana
"Miranda on behalf of M.M. v. Alexander, 2022 WL 832576

",2022 WL 832576,09-Miranda-on-behalf-of-MM-v-Alexander.txt,2/24/2022,DC_Louisiana Middle,federal,trial,Louisiana
"Roush on behalf of E.R. v. Alexander, 2022 WL 846807",2022 WL 846807,13-Roush-on-behalf-of-ER-v-Alexander.txt,3/21/2022,DC_Louisiana Middle,federal,trial,Louisiana
"Miranda ex rel. M.M. v. Alexander, 2021 WL 4352328
",2021 WL 4352328,002-Miranda-on-behalf-of-MM-v-Alexander.txt,9/24/2021,DC_Louisiana Middle,federal,trial,Louisiana
"Louisiana v. Becerra 
2022 WL 1716243",2022 WL 1716243,24-Louisiana-v-Becerra_1.txt,5/16/2022,DC_Louisiana Western,federal,trial,Federal
Louisiana v. Becerra 2021 WL 5609846,2021 WL 5609846,074-Louisiana-v-Becerra_1.txt,11/30/2021,DC_Louisiana Western,federal,trial,Federal
"Chambless Enterprises, LLC. v. Redfield, 508 F.Supp.3d 101",508 F.Supp.3d 101,018-Chambless-Enterprises-LLC-v-Redfield.txt,12/22/2020,DC_Louisiana Western,federal,trial,Federal
"Louisiana v. Becerra 
2022 WL 495043 ",2022 WL 495043 ,11-Louisiana-v-Becerra.txt,1/18/2022,DC_Louisiana Western,federal,trial,Federal
"Louisiana v. Becerra, 2022 WL 17408035",2022 WL 17408035,35-Louisiana-v-Becerra_1.txt,11/3/2022,DC_Louisiana Western,federal,trial,Federal
"Beasley v. School District Bd of Education Iberia Parish, 
2022 WL 807043",2022 WL 807043,04-Beasley-v-School-District-Bd-of-Education-Iberia-Parish.txt,2/24/2022,DC_Louisiana Western,federal,trial,Louisiana
"910 E Main LLC v. John Bel Edwards, 481 F.Supp.3d 607",481 F.Supp.3d 607,002-910-E-Main-LLC-v-Edwards.txt,8/21/2020,DC_Louisiana Western,federal,trial,Louisiana
"Louisiana v. Becerra, 2022 WL 16571",2022 WL 16571,61-Louisiana-v-Becerra_1.txt,1/1/2022,DC_Louisiana Western,federal,trial,Federal
"Louisiana v. Biden, 2022 WL 1720129",2022 WL 1720129,29-Louisiana-v-Biden_1.txt,3/9/2022,DC_Louisiana Western,federal,trial,Federal
"Louisiana v. Becerra et al, 2022 WL 4370448",2022 WL 4370448,42-Louisiana-v-Becerra_1.txt,9/21/2022,DC_Louisiana Western,federal,trial,Federal
"Louisiana v. Biden, 2021 WL 5986815",2021 WL 5986815,097-Louisiana-v-Biden.txt,12/16/2021,DC_Louisiana Western,federal,trial,Federal
"Does 1-6 v. Mills, 566 F.Supp.3d 34",566 F.Supp.3d 34,019-Does-1-6-v-Mills.txt,10/13/2021,DC_Maine,federal,trial,Maine
"Calvary Chapel of Bangor v. Mills, 542 F.Supp.3d 24",542 F.Supp.3d 24,079-Calvary-Chapel-of-Bangor-v-Mills.txt,6/4/2021,DC_Maine,federal,trial,Maine
"Gray v. Mills, 2021 WL 5166157",2021 WL 5166157,048-Gray-v-Mills.txt,11/5/2021,DC_Maine,federal,trial,Maine
"Does 1-6 v. Mills, 2022 WL 43893",2022 WL 43893,48-Does-1-6-v-Mills_1.txt,1/4/2022,DC_Maine,federal,trial,Maine
"Calvary Chapel of Bangor v. Mills I, 459 F.Supp.3d 273",459 F.Supp.3d 273,022-Calvary-Chapel-of-Bangor-v-Mills.txt,5/9/2020,DC_Maine,federal,trial,Maine
"Lowe v. Mills, 2022 WL 3542187",2022 WL 3542187,11-Lowe-v-Mills.txt,8/18/2022,DC_Maine,federal,trial,Maine
"Savage v. Mills, 478 F.Supp.3d 16",478 F.Supp.3d 16,087-Savage-v-Mills.txt,8/7/2020,DC_Maine,federal,trial,Maine
"Bayley's Campground, Inc. v. Mills, 2020 WL 3037252",2020 WL 3037252,001-Bayley_s-Campground-Inc-v-Mills.txt,6/5/2020,DC_Maine,federal,trial,Maine
"Bayley's Campground, Inc. v. Mills, 463 F.Supp.3d 22",463 F.Supp.3d 22,012-Bayley_s-Campground-Inc-v-Mills.txt,5/29/2020,DC_Maine,federal,trial,Maine
"Fortuna v. Town of Winslow, 2022 WL 2117717",2022 WL 2117717,53-Fortuna-v-Town-of-Winslow_1.txt,6/13/2022,DC_Maine,federal,trial,Maine
"Beahn v. Gayles, 550 F.Supp.3d 259",550 F.Supp.3d 259,091-Beahn-v-Gayles.txt,7/26/2021,DC_Maryland,federal,trial,Maryland
"Antietam Battlefield KOA v. Hogan II, 501 F.Supp.3d 339",501 F.Supp.3d 339,007-Antietam-Battlefield-KOA-v-Hogan.txt,11/18/2020,DC_Maryland,federal,trial,Maryland
Rydie v. Biden; 2022 WL 1153249,2022 WL 1153249,72-Rydie-v-Biden_1.txt,4/19/2022,DC_Maryland,federal,trial,Federal
"Rydie v. Biden, 572 F.Supp.3d 153
",572 F.Supp.3d 153,041-Rydie-v-Biden_1.txt,11/19/2021,DC_Maryland,federal,trial,Federal
"Pavlock v. Perman, 2022 WL 3975177",2022 WL 3975177,24-Pavlock-v-Perman_1.txt,9/1/2022,DC_Maryland,federal,trial,Maryland
"Davis v. Biden, 2022 WL 2343966",2022 WL 2343966,67-Davis-v-Biden_1.txt,6/29/2022,DC_Maryland,federal,trial,Federal
"Harris v. University of Massachusetts Lowell, 557 F.Supp.3d 304",557 F.Supp.3d 304,100-Harris-v-University-of-Massachusetts-Lowell.txt,8/27/2021,DC_Massachusetts,federal,trial,Massachusetts
"Delaney v. Baker, 511 F.Supp.3d 55",511 F.Supp.3d 55,030-Delaney-v-Baker_1.txt,1/6/2021,DC_Massachusetts,federal,trial,Massachusetts
"Brox v. Hole, 2022 WL 715566",2022 WL 715566,89-Brox-v-Hole.txt,3/10/2022,DC_Massachusetts,federal,trial,Massachusetts
"Mass. Corr. Officers Federated Union v. Baker, 2021 WL 4822154
",2021 WL 4822154,027-Massachusetts-Correction-Officers-Federated-Union-v-Baker_1.txt,10/15/2021,DC_Massachusetts,federal,trial,Massachusetts
"Massachusetts Correction Officers Federated Union v. Baker, 2022 WL 4329680",2022 WL 4329680,37-Massachusetts-Correction-Officers-Federated-Union-v-Baker_1.txt,9/19/2022,DC_Massachusetts,federal,trial,Massachusetts
"Baptiste v. Kennealy, 490 F.Supp.3d 353",490 F.Supp.3d 353,011-Baptiste-v-Kennealy.txt,9/25/2020,DC_Massachusetts,federal,trial,Massachusetts
"Bush v. Fantasia, No. 21-CV-11794-ADB, 2022 WL 4134501 (D. Mass. Sept. 12, 2022)",2022 WL 4134501 ,34-Bush-v-Fantasia_1.txt,9/12/2022,DC_Massachusetts,federal,trial,Massachusetts
"Bechade v. Baker, 2020 WL 5665554",2020 WL 5665554,048-Bechade-v-Baker_1.txt,9/23/2020,DC_Massachusetts,federal,trial,Massachusetts
"Beaudoin v. Baker, 530 F.Supp.3d 169",530 F.Supp.3d 169,063-Beaudoin-v-Baker_1.txt,3/25/2021,DC_Massachusetts,federal,trial,Massachusetts
"Roe v. Baker, 2022 WL 3916035",2022 WL 3916035,23-Roe-v-Baker_1.txt,8/31/2022,DC_Massachusetts,federal,trial,Massachusetts
"Boston Bit Labs v. Baker, 11 F.4th 3",11 F.4th 3,07-Boston-Bit-Labs-Inc-v-Baker.txt,8/26/2021,DC_Massachusetts,federal,trial,Massachusetts
"Bormuth v. Whitmer, 2021 WL 912395",2021 WL 912395,51-Bormuth-v-Whitmer_1.txt,3/10/2021,DC_Michigan Eastern,federal,trial,Michigan
"Blackmon as next friend of Z.O. v. Lenawee Cnty. Health Dep't, 2022 WL 4088073",2022 WL 4088073,27-Blackmon-as-next-friend-of-ZO-v-Lenawee-County-Health-Department_1.txt,9/6/2022,DC_Michigan Eastern,federal,trial,Michigan
Livingston Educational Service Agency v. Becerra 2022 WL 286546,2022 WL 286546,89-Livingston-Educational-Service-Agency-v-Becerra.txt,1/31/2022,DC_Michigan Eastern,federal,trial,Federal
"Allen v. Whitmer, 2021 WL 22456",2021 WL 22456,054-Allen-v-Whitmer_1.txt,1/4/2021,DC_Michigan Eastern,federal,trial,Michigan
"Livingston Educational Service Agency v. Becerra, 2022 WL 660793",2022 WL 660793,81-Livingston-Educational-Service-Agency-v-Becerra.txt,3/4/2022,DC_Michigan Eastern,federal,trial,Federal
Livingston Educational Service Agency v. Becerra 2022 WL 1073191,2022 WL 1073191,65-Livingston-Educational-Service-Agency-v-Becerra_1.txt,4/8/2022,DC_Michigan Eastern,federal,trial,Federal
"Lewandowski v. Southgate Community Schools Bd. of Education, 2022 WL 125536",2022 WL 125536,77-Lewandowski-on-behalf-of-TL-v-Southgate-Community-Schools-Board-of-Educatio_1.txt,1/12/2022,DC_Michigan Eastern,federal,trial,Michigan
"Michigan Restaurant & Lodging Association v. Gordon, 501 F.Supp.3d 460
",501 F.Supp.3d 460,008-Michigan-Restaurant-And-Lodging-Association-v-Gordon.txt,11/20/2020,DC_Michigan Western,federal,trial,Michigan
"Michigan Restaurant & Lodging Association v. Gordon, 504 F.Supp.3d 717",504 F.Supp.3d 717,012-Michigan-Restaurant-And-Lodging-Association-v-Gordon.txt,12/2/2020,DC_Michigan Western,federal,trial,Michigan
"Libertas Classical Association v. Whitmer, 498 F.Supp.3d 961",498 F.Supp.3d 961,060-Libertas-Classical-Association-v-Whitmer.txt,11/3/2020,DC_Michigan Western,federal,trial,Michigan
"Harborview Fellowship v. Inslee, 521 F.Supp.3d 1040",521 F.Supp.3d 1040,049-Harborview-Fellowship-v-Inslee_1.txt,2/19/2021,DC_Michigan Western,federal,trial,Michigan
"Resurrection School v. Gordon, 2020 WL 9396493",2020 WL 9396493,026-Resurrection-School-v-Gordon_1.txt,10/30/2020,DC_Michigan Western,federal,trial,Michigan
"Libertas Classical Association v. Whitmer, 2020 WL 7050563",2020 WL 7050563,096-Libertas-Classical-Association-v-Whitmer.txt,10/19/2020,DC_Michigan Western,federal,trial,Michigan
"Saint Michael Academy v. Hertel, 2022 WL 15236003",2022 WL 15236003,01-Saint-Michael-Academy-Inc-v-Hertel.txt,1/4/2022,DC_Michigan Western,federal,trial,Michigan
"Resurrection School v. Gordon, 507 F.Supp.3d 897",507 F.Supp.3d 897,017-Resurrection-School-v-Gordon.txt,12/16/2020,DC_Michigan Western,federal,trial,Michigan
"Resurrection School v. Hertel, 569 F.Supp.3d 658",569 F.Supp.3d 658,029-Resurrection-School-v-Hertel_1.txt,11/3/2021,DC_Michigan Western,federal,trial,Michigan
"Resurrection School v. Hertel, 2021 WL 4099573",2021 WL 4099573,092-Resurrection-School-v-Hertel.txt,9/3/2021,DC_Michigan Western,federal,trial,Michigan
"Baker Events v. Whitmer, 2020 WL 10758697",2020 WL 10758697,48-Baker-Events-LLC-v-Whitmer_1.txt,7/23/2020,DC_Michigan Western,federal,trial,Michigan
"Dahl v. Board of Trustees of Western Michigan University, 558 F.Supp.3d 561",558 F.Supp.3d 561,002-Dahl-v-Board-of-Trustees-of-Western-Michigan-University.txt,8/31/2021,DC_Michigan Western,federal,trial,Michigan
"Beemer v. Whitmer, 2022 WL 14355741",2022 WL 14355741,86-Beemer-v-Whitmer.txt,2/24/2022,DC_Michigan Western,federal,trial,Michigan
"Reinoehl v. Whitmer, 2022 WL 855266",2022 WL 855266,14-Reinoehl-v-Whitmer.txt,3/26/2021,DC_Michigan Western,federal,trial,Michigan
"Association of American Physicians & Surgeons v. FDA, 479 F.Supp.3d 570",479 F.Supp.3d 570,009-Association-of-American-Physicians-And-Surgeons-v-Food-And-Drug-Administra.txt,8/14/2020,DC_Michigan Western,federal,trial,Michigan
"League of Independent Fitness Facilities v. Whitmer, 2020 WL 3422586",2020 WL 3422586,010-League-of-Independent-Fitness-Facilities-and-Trainers-Inc-v-Whitmer.txt,6/22/2020,DC_Michigan Western,federal,trial,Michigan
"League of Independent Fitness Facilities v. Whitmer, 468 F.Supp.3d 940",468 F.Supp.3d 940,056-League-of-Independent-Fitness-Facilities-and-Trainers-Inc-v-Whitmer.txt,6/19/2020,DC_Michigan Western,federal,trial,Michigan
"Black v. Hertel, 2021 WL 5054005",2021 WL 5054005,041-Black-v-Hertel_1.txt,9/1/2021,DC_Michigan Western,federal,trial,Michigan
"Martinko v. Whitmer, 465 F.Supp.3d 774",465 F.Supp.3d 774,068-Martinko-v-Whitmer.txt,6/5/2020,DC_Michigan Western,federal,trial,Michigan
"League of Independent Fitness Facilities v. Whitmer, 2021 WL 1541719",2021 WL 1541719,045-League-of-Independent-Fitness-Facilities-and-Trainers-Inc-v-Whitmer_1.txt,3/3/2021,DC_Michigan Western,federal,trial,Michigan
"CH Royal Oak, LLC, v. Whitmer, 472 F.Supp.3d 410",472 F.Supp.3d 410,027-CH-Royal-Oak-LLC-v-Whitmer.txt,7/16/2020,DC_Michigan Western,federal,trial,Michigan
"Norris v. Stanley, 2022 WL 247507",2022 WL 247507,75-Norris-v-Stanley_1.txt,1/21/2022,DC_Michigan Western,federal,trial,Michigan
"Castillo v. Whitmer, 479 F.Supp.3d 565",479 F.Supp.3d 565,026-Castillo-v-Whitmer.txt,8/14/2020,DC_Michigan Western,federal,trial,Michigan
"Norris v. Stanley, 567 F.Supp.3d 818",567 F.Supp.3d 818,025-Norris-v-Stanley_1.txt,10/8/2021,DC_Michigan Western,federal,trial,Michigan
"Norris v. Stanley, 558 F.Supp.3d 556
",558 F.Supp.3d 556,001-Norris-v-Stanley.txt,8/31/2021,DC_Michigan Western,federal,trial,Michigan
"Nix v. Cedar Springs Public Schools, 2022 WL 557256",2022 WL 557256,69-Nix-v-Cedar-Springs-Public-Schools_1.txt,2/24/2022,DC_Michigan Western,federal,trial,Michigan
"Norris v. Stanley, 2021 WL 6694208",2021 WL 6694208,23-Norris-v-Stanley_1.txt,10/29/2021,DC_Michigan Western,federal,trial,Michigan
"Midwest Institute of Health v. Whitmer, 2022 WL 304954",2022 WL 304954,94-Midwest-Institute-of-Health-PLLC-v-Whitmer.txt,2/2/2022,DC_Michigan Western,federal,trial,Michigan
"Northland Baptist Church of St. Paul, Minnesota v. Walz, 530 F.Supp.3d 790
",530 F.Supp.3d 790,064-Northland-Baptist-Church-of-St-Paul-Minnesota-v-Walz_1.txt,3/30/2021,DC_Minnesota,federal,trial,Minnesota
"Heights Apartments v. Walz, 510 F.Supp.3d 789",510 F.Supp.3d 789,029-Heights-Apartments-LLC-v-Walz_1.txt,12/31/2020,DC_Minnesota,federal,trial,Minnesota
"Let Them Play MN v. Walz, 2020 WL 7425278",2020 WL 7425278,002-Let-Them-Play-MN-v-Walz.txt,12/18/2020,DC_Minnesota,federal,trial,Minnesota
"Berry v. Hennepin Cty, 2020 WL 6337706",2020 WL 6337706,071-Berry-v-Hennepin-County_1.txt,10/29/2020,DC_Minnesota,federal,trial,Minnesota
"Berry v. Hennepin Cty, 2021 WL 4427215",2021 WL 4427215,007-Berry-v-Hennepin-County.txt,9/27/2021,DC_Minnesota,federal,trial,Minnesota
"Let Them Play MN v. Walz, 556 F.Supp.3d 968",556 F.Supp.3d 968,097-Let-Them-Play-MN-v-Walz.txt,8/24/2021,DC_Minnesota,federal,trial,Minnesota
"Lewis v. Walz, 491 F.Supp.3d 464",491 F.Supp.3d 464,059-Lewis-v-Walz.txt,9/30/2020,DC_Minnesota,federal,trial,Minnesota
"Minnesota Voters Alliance v. Walz, 494 F.Supp.3d 610
",494 F.Supp.3d 610,074-Minnesota-Voters-Alliance-v-Walz.txt,10/13/2020,DC_Minnesota,federal,trial,Minnesota
"Minnesota Voters Alliance v. Walz, 492 F.Supp.3d 822
",492 F.Supp.3d 822,073-Minnesota-Voters-Alliance-v-Walz.txt,10/2/2020,DC_Minnesota,federal,trial,Minnesota
"Minnesota Voters Alliance v. Walz, 2021 WL 83271",2021 WL 83271,43-Minnesota-Voters-Alliance-v-Walz_1.txt,1/11/2021,DC_Minnesota,federal,trial,Minnesota
"First Pentecostal Church of Holly Springs v. City of Holly Springs MIssissippi, 2020 WL 2495128",2020 WL 2495128,80-First-Pentecostal-Church-of-Holly-Springs-v-City-of-Holly-Springs-Mississip.txt,5/14/2020,DC_Mississippi Northern,federal,trial,Mississippi
"First Pentecostal Church of Holly Springs v. City of Holly Springs Missouri, 456 F.Supp.3d 783",456 F.Supp.3d 783,038-First-Pentecostal-Church-of-Holly-Springs-v-City-of-Holly-Springs-Mississi.txt,4/24/2020,DC_Mississippi Northern,federal,trial,Mississippi
"Golden Glow Tanning Salon, Inc. v. City of Columbus, Mississippi, 2021 WL 5225617",2021 WL 5225617,054-Golden-Glow-Tanning-Salon-Inc-v-City-of-Columbus-Mississippi_1.txt,11/9/2021,DC_Mississippi Northern,federal,trial,Mississippi
"Herrin v. Reeves, 2020 WL 5748090",2020 WL 5748090,050-Herrin-v-Reeves_1.txt,9/25/2020,DC_Mississippi Northern,federal,trial,Mississippi
"Hollis v. Biden, 2021 WL 5500500",2021 WL 5500500,072-Hollis-v-Biden_1.txt,11/23/2021,DC_Mississippi Northern,federal,trial,Mississippi
"Hawse v. Page, 2020 WL 2322999 ",2020 WL 2322999,77-Hawse-v-Page_1.txt,5/11/2020,DC_Missouri Eastern,federal,trial,Missouri
"Church of the Word v. Page, 2020 WL 9723025",2020 WL 9723025,027-Church-of-the-Word-v-Page_1.txt,5/31/2020,DC_Missouri Eastern,federal,trial,Missouri
"SH3 Health Consulting v. Page, 459 F.Supp.3d 1212",459 F.Supp.3d 1212,089-SH3-Health-Consulting-LLC-v-Page.txt,5/8/2020,DC_Missouri Eastern,federal,trial,Missouri
"Missouri v. Biden, 2021 WL 6062501",2021 WL 6062501,03-Missouri-v-Biden.txt,12/22/2021,DC_Missouri Eastern,federal,trial,Federal
"Missouri v. Biden, 571 F.Supp.3d 1079",571 F.Supp.3d 1079,032-Missouri-v-Biden_1.txt,11/29/2021,DC_Missouri Eastern,federal,trial,Federal
Missouri v. Biden 2021 WL 5631736,2021 WL 5631736,078-Missouri-v-Biden_1.txt,12/1/2021,DC_Missouri Eastern,federal,trial,Federal
"Missouri v. Biden, 2021 WL 5998204",2021 WL 5998204,098-Missouri-v-Biden.txt,12/20/2021,DC_Missouri Eastern,federal,trial,Federal
"Frank v. City of St. Louis, 458 F.Supp.3d 1090",458 F.Supp.3d 1090,039-Frank-v-City-of-St-Louis.txt,5/2/2020,DC_Missouri Eastern,federal,trial,Missouri
"Abundant Life Baptist Church v. Jackson County, 539 F.Supp.3d 978",539 F.Supp.3d 978,073-Abundant-Life-Baptist-Church-of-Lee_s-Summit-Missouri-v-Jackson-County-Mis_1.txt,5/17/2021,DC_Missouri Western,federal,trial,Missouri
"Borishkevich v. Springfield Public Schools Board of Education, 2020 WL 9815965",2020 WL 9815965,029-Borishkevich-v-Springfield-Public-Schools-Board-of-Education_1.txt,8/21/2020,DC_Missouri Western,federal,trial,Missouri
"Shelton v. City of Springfield, 497 F.Supp.3d 408",497 F.Supp.3d 408,090-Shelton-v-City-of-Springfield-Missouri.txt,10/28/2020,DC_Missouri Western,federal,trial,Missouri
"Shelton v. City of Springfield, 2020 WL 6503407",2020 WL 6503407,075-Shelton-v-City-of-Springfield_1.txt,9/2/2020,DC_Missouri Western,federal,trial,Missouri
"Borishkevich v. Springfield Public Schools Board of Education, 541 F.Supp.3d 969",541 F.Supp.3d 969,076-Borishkevich-v-Springfield-Public-Schools-Board-of-Education_1.txt,5/27/2021,DC_Missouri Western,federal,trial,Missouri
